customer_id,asset_type,allocation_percent,value,risk_score,age_group,risk_category
CUST_00108,Commodities,28.97,30395.43,3.98,18-30,Medium
CUST_00109,Stocks,19.34,23524.53,3.34,46-60,Medium
CUST_00109,Bonds,9.74,56193.17,9.12,18-30,Very High
CUST_00109,Real Estate,33.87,36774.85,1.7,18-30,Low
CUST_00109,Commodities,37.05,20568.8,3.04,18-30,Medium
CUST_00110,Stocks,24.99,5882.14,7.32,31-45,High
CUST_00110,Bonds,11.13,30650.81,4.43,60+,Medium
CUST_00110,Real Estate,29.61,76352.98,9.3,18-30,Very High
CUST_00110,Commodities,34.27,75372.87,8.97,46-60,Very High
CUST_00111,Stocks,10.56,60108.42,1.8,60+,Low
CUST_00111,Bonds,17.13,39452.07,6.68,60+,High
CUST_00111,Real Estate,32.6,23501.09,4.8,18-30,Medium
CUST_00111,Commodities,39.72,61710.55,1.04,60+,Low
CUST_00112,Stocks,10.66,16198.05,4.23,60+,Medium
CUST_00112,Bonds,35.36,96216.61,3.08,18-30,Medium
CUST_00112,Real Estate,13.99,86599.63,1.37,46-60,Low
CUST_00112,Commodities,39.98,55087.27,4.17,18-30,Medium
CUST_00113,Stocks,24.42,8936.34,2.3,60+,Low
CUST_00113,Bonds,33.18,47395.48,1.16,46-60,Low
CUST_00113,Real Estate,12.6,94723.3,3.03,31-45,Medium
CUST_00113,Commodities,29.81,68326.66,5.91,18-30,Medium
CUST_00114,Stocks,35.76,46131.47,9.17,18-30,Very High
CUST_00114,Bonds,14.03,63640.23,5.75,18-30,Medium
CUST_00114,Real Estate,39.71,37516.98,1.61,46-60,Low
CUST_00114,Commodities,10.5,54891.9,3.68,31-45,Medium
CUST_00115,Stocks,11.58,27526.88,1.94,18-30,Low
CUST_00115,Bonds,29.75,37565.06,4.99,46-60,Medium
CUST_00115,Real Estate,7.02,81840.88,3.89,31-45,Medium
CUST_00115,Commodities,51.65,13492.75,4.12,46-60,Medium
CUST_00116,Stocks,22.03,33564.41,7.59,31-45,High
CUST_00116,Bonds,20.72,23073.53,5.45,60+,Medium
CUST_00116,Real Estate,10.78,65936.81,6.0,46-60,Medium
CUST_00116,Commodities,46.47,46931.39,1.39,18-30,Low
CUST_00117,Stocks,7.7,42203.6,8.35,18-30,Very High
CUST_00117,Bonds,16.13,43170.28,4.05,46-60,Medium
CUST_00117,Real Estate,16.22,43124.85,9.22,31-45,Very High
CUST_00117,Commodities,59.95,55639.57,1.45,60+,Low
CUST_00118,Stocks,20.95,40846.01,8.72,46-60,Very High
CUST_00118,Bonds,23.54,2360.49,1.16,18-30,Low
CUST_00118,Real Estate,31.7,48528.79,5.33,31-45,Medium
CUST_00118,Commodities,23.8,78232.43,8.44,60+,Very High
CUST_00119,Stocks,24.49,95952.53,3.4,60+,Medium
CUST_00119,Bonds,39.1,80244.66,3.43,18-30,Medium
CUST_00119,Real Estate,16.49,91345.2,4.36,46-60,Medium
CUST_00119,Commodities,19.92,66829.7,3.29,18-30,Medium
CUST_00120,Stocks,26.55,77792.45,8.5,18-30,Very High
CUST_00120,Bonds,5.66,16601.62,9.25,60+,Very High
CUST_00120,Real Estate,20.75,70849.99,2.97,31-45,Low
CUST_00120,Commodities,47.04,4156.11,1.96,60+,Low
CUST_00121,Stocks,20.73,48496.27,4.75,60+,Medium
CUST_00121,Bonds,24.67,90006.55,8.36,18-30,Very High
CUST_00121,Real Estate,19.88,30185.28,6.57,31-45,High
CUST_00121,Commodities,34.72,80710.53,8.0,18-30,High
CUST_00122,Stocks,25.37,84533.82,2.2,60+,Low
CUST_00122,Bonds,15.21,9929.03,9.55,31-45,Very High
CUST_00122,Real Estate,7.44,93597.09,6.56,60+,High
CUST_00122,Commodities,51.98,17347.85,6.48,18-30,High
CUST_00123,Stocks,29.15,87767.79,3.31,60+,Medium
CUST_00123,Bonds,31.97,10028.44,7.75,46-60,High
CUST_00123,Real Estate,23.96,8231.17,3.21,18-30,Medium
CUST_00123,Commodities,14.91,49039.45,1.01,31-45,Low
CUST_00124,Stocks,14.07,82564.28,5.26,18-30,Medium
CUST_00124,Bonds,8.67,65678.15,9.93,46-60,Very High
CUST_00124,Real Estate,6.15,73738.98,8.62,18-30,Very High
CUST_00124,Commodities,71.12,85984.3,7.25,60+,High
CUST_00125,Stocks,25.29,93252.56,1.05,31-45,Low
CUST_00125,Bonds,26.48,58269.56,3.89,60+,Medium
CUST_00125,Real Estate,18.86,72980.54,3.4,18-30,Medium
CUST_00125,Commodities,29.37,20130.97,5.48,18-30,Medium
CUST_00126,Stocks,18.95,32601.88,1.07,18-30,Low
CUST_00126,Bonds,24.07,57929.55,6.61,31-45,High
CUST_00126,Real Estate,35.12,85190.48,8.97,18-30,Very High
CUST_00126,Commodities,21.87,51849.11,3.87,60+,Medium
CUST_00127,Stocks,33.22,33257.86,8.61,31-45,Very High
CUST_00127,Bonds,14.45,73795.69,1.16,46-60,Low
CUST_00127,Real Estate,36.36,5627.96,3.76,18-30,Medium
CUST_00127,Commodities,15.97,80498.01,8.04,31-45,Very High
CUST_00128,Stocks,12.19,23335.28,9.68,18-30,Very High
CUST_00128,Bonds,22.27,37082.56,2.54,31-45,Low
CUST_00128,Real Estate,11.45,66647.49,5.47,60+,Medium
CUST_00128,Commodities,54.09,8807.18,4.23,60+,Medium
CUST_00129,Stocks,16.85,1189.37,6.72,18-30,High
CUST_00129,Bonds,22.25,92661.25,8.95,18-30,Very High
CUST_00129,Real Estate,32.54,18451.78,8.9,31-45,Very High
CUST_00129,Commodities,28.35,21679.21,5.9,60+,Medium
CUST_00130,Stocks,29.85,87965.72,9.37,31-45,Very High
CUST_00130,Bonds,32.88,33509.31,1.03,31-45,Low
CUST_00130,Real Estate,19.97,44406.72,8.52,18-30,Very High
CUST_00130,Commodities,17.31,81681.98,6.24,18-30,High
CUST_00131,Stocks,7.83,97015.62,9.8,60+,Very High
CUST_00131,Bonds,16.59,68621.8,3.89,60+,Medium
CUST_00131,Real Estate,22.54,21977.84,5.18,46-60,Medium
CUST_00131,Commodities,53.04,38036.25,2.41,18-30,Low
CUST_00132,Stocks,30.15,98640.71,8.63,31-45,Very High
CUST_00132,Bonds,37.61,36142.95,3.24,31-45,Medium
CUST_00132,Real Estate,5.5,55357.27,9.33,18-30,Very High
CUST_00132,Commodities,26.73,34594.95,4.68,31-45,Medium
CUST_00133,Stocks,24.53,88925.94,4.63,18-30,Medium
CUST_00133,Bonds,14.7,71827.07,9.01,46-60,Very High
CUST_00133,Real Estate,35.75,47529.67,5.5,46-60,Medium
CUST_00133,Commodities,25.02,72925.26,9.34,46-60,Very High
CUST_00134,Stocks,14.17,13560.6,8.37,31-45,Very High
CUST_00134,Bonds,24.94,73818.64,7.43,60+,High
CUST_00134,Real Estate,35.22,57468.56,7.89,46-60,High
CUST_00134,Commodities,25.68,44623.85,4.07,31-45,Medium
CUST_00135,Stocks,20.48,89887.79,8.09,31-45,Very High
CUST_00135,Bonds,14.94,58777.8,4.92,31-45,Medium
CUST_00135,Real Estate,26.16,83686.62,8.61,46-60,Very High
CUST_00135,Commodities,38.42,33329.18,3.67,60+,Medium
CUST_00136,Stocks,5.48,88736.03,6.78,31-45,High
CUST_00136,Bonds,6.52,12577.69,9.75,46-60,Very High
CUST_00136,Real Estate,25.39,46238.31,8.66,18-30,Very High
CUST_00136,Commodities,62.62,32941.36,4.47,46-60,Medium
CUST_00137,Stocks,33.5,98222.06,1.52,18-30,Low
CUST_00137,Bonds,34.48,1435.27,2.06,31-45,Low
CUST_00137,Real Estate,9.7,45783.18,6.94,18-30,High
CUST_00137,Commodities,22.32,58877.67,3.48,46-60,Medium
CUST_00138,Stocks,24.06,29983.32,2.45,18-30,Low
CUST_00138,Bonds,28.21,68361.34,2.92,18-30,Low
CUST_00138,Real Estate,20.74,35230.44,6.55,60+,High
CUST_00138,Commodities,26.99,40365.31,7.19,60+,High
CUST_00139,Stocks,12.3,97486.84,3.92,60+,Medium
CUST_00139,Bonds,33.56,25037.46,1.79,46-60,Low
CUST_00139,Real Estate,12.49,88488.49,3.44,60+,Medium
CUST_00139,Commodities,41.65,96761.7,6.74,18-30,High
CUST_00140,Stocks,30.21,64638.6,9.98,46-60,Very High
CUST_00140,Bonds,38.6,19002.44,4.65,46-60,Medium
CUST_00140,Real Estate,6.98,4092.44,3.48,60+,Medium
CUST_00140,Commodities,24.2,87335.29,8.56,60+,Very High
CUST_00141,Stocks,33.92,76443.53,3.92,18-30,Medium
CUST_00141,Bonds,39.03,5035.38,4.23,31-45,Medium
CUST_00141,Real Estate,5.8,15695.86,1.85,46-60,Low
CUST_00141,Commodities,21.25,13982.44,7.52,46-60,High
CUST_00142,Stocks,8.72,69322.69,2.23,46-60,Low
CUST_00142,Bonds,22.99,19646.34,7.13,60+,High
CUST_00142,Real Estate,28.93,82685.98,6.67,31-45,High
CUST_00142,Commodities,39.36,8385.49,3.99,46-60,Medium
CUST_00143,Stocks,34.37,35607.1,7.31,46-60,High
CUST_00143,Bonds,12.06,18569.65,7.81,60+,High
CUST_00143,Real Estate,37.56,65891.05,3.66,18-30,Medium
CUST_00143,Commodities,16.01,20709.51,9.63,60+,Very High
CUST_00144,Stocks,7.41,17517.59,7.63,31-45,High
CUST_00144,Bonds,15.0,31019.13,8.08,31-45,Very High
CUST_00144,Real Estate,29.07,77402.43,9.76,60+,Very High
CUST_00144,Commodities,48.52,56472.5,5.57,18-30,Medium
CUST_00145,Stocks,12.94,41427.11,4.0,18-30,Medium
CUST_00145,Bonds,18.67,60237.38,6.75,46-60,High
CUST_00145,Real Estate,31.78,32927.53,3.41,60+,Medium
CUST_00145,Commodities,36.61,75022.22,4.76,60+,Medium
CUST_00146,Stocks,9.22,65595.63,8.14,18-30,Very High
CUST_00146,Bonds,14.59,76792.33,6.12,31-45,High
CUST_00146,Real Estate,35.66,84297.45,6.07,60+,High
CUST_00146,Commodities,40.53,9084.75,8.03,46-60,Very High
CUST_00147,Stocks,21.88,49492.72,4.47,31-45,Medium
CUST_00147,Bonds,21.93,50179.26,2.05,46-60,Low
CUST_00147,Real Estate,5.17,78966.48,2.86,60+,Low
CUST_00147,Commodities,51.02,18461.68,8.37,31-45,Very High
CUST_00148,Stocks,28.02,6218.95,5.21,46-60,Medium
CUST_00148,Bonds,9.14,41280.74,1.01,60+,Low
CUST_00148,Real Estate,10.29,66476.2,6.81,60+,High
CUST_00148,Commodities,52.56,5529.5,9.22,18-30,Very High
CUST_00149,Stocks,30.77,91683.57,2.93,46-60,Low
CUST_00149,Bonds,7.77,3618.36,2.9,31-45,Low
CUST_00149,Real Estate,39.89,68067.76,7.23,31-45,High
CUST_00149,Commodities,21.57,41063.86,8.01,31-45,Very High
CUST_00150,Stocks,22.63,17157.59,3.9,18-30,Medium
CUST_00150,Bonds,39.72,74272.57,5.23,18-30,Medium
CUST_00150,Real Estate,8.06,49444.17,6.25,31-45,High
CUST_00150,Commodities,29.59,64792.65,4.06,18-30,Medium
CUST_00151,Stocks,11.99,64047.15,8.3,46-60,Very High
CUST_00151,Bonds,10.39,21445.58,8.71,31-45,Very High
CUST_00151,Real Estate,12.18,5816.35,3.95,31-45,Medium
CUST_00151,Commodities,65.45,78959.64,6.63,18-30,High
CUST_00152,Stocks,18.69,1937.15,3.05,60+,Medium
CUST_00152,Bonds,11.63,88445.73,1.83,18-30,Low
CUST_00152,Real Estate,26.86,11815.12,6.68,46-60,High
CUST_00152,Commodities,42.82,63361.08,9.52,31-45,Very High
CUST_00153,Stocks,34.81,95989.69,7.08,31-45,High
CUST_00153,Bonds,16.32,36071.65,4.44,60+,Medium
CUST_00153,Real Estate,10.1,58610.89,5.22,31-45,Medium
CUST_00153,Commodities,38.77,89694.61,2.42,60+,Low
CUST_00154,Stocks,11.74,61796.44,3.05,18-30,Medium
CUST_00154,Bonds,33.33,24287.49,5.0,31-45,Medium
CUST_00154,Real Estate,34.37,90946.61,9.78,31-45,Very High
CUST_00154,Commodities,20.56,81063.94,3.97,31-45,Medium
CUST_00155,Stocks,36.15,58475.13,5.42,60+,Medium
CUST_00155,Bonds,14.52,56802.69,5.76,60+,Medium
CUST_00155,Real Estate,13.4,52922.53,2.45,46-60,Low
CUST_00155,Commodities,35.94,98239.44,1.54,31-45,Low
CUST_00156,Stocks,29.6,61436.27,6.52,60+,High
CUST_00156,Bonds,6.32,60807.05,4.07,60+,Medium
CUST_00156,Real Estate,8.09,50037.34,1.04,60+,Low
CUST_00156,Commodities,55.99,88966.1,2.86,18-30,Low
CUST_00157,Stocks,21.98,80065.87,9.54,46-60,Very High
CUST_00157,Bonds,7.79,80293.8,8.36,60+,Very High
CUST_00157,Real Estate,18.1,93167.14,9.22,18-30,Very High
CUST_00157,Commodities,52.13,88619.25,1.89,60+,Low
CUST_00158,Stocks,10.36,64920.11,8.12,60+,Very High
CUST_00158,Bonds,27.97,26142.76,5.19,18-30,Medium
CUST_00158,Real Estate,21.72,41272.06,8.48,18-30,Very High
CUST_00158,Commodities,39.96,86813.16,4.88,18-30,Medium
CUST_00159,Stocks,6.6,24376.08,6.17,31-45,High
CUST_00159,Bonds,12.45,2355.45,2.97,31-45,Low
CUST_00159,Real Estate,17.64,19001.71,6.92,18-30,High
CUST_00159,Commodities,63.31,80784.97,1.79,18-30,Low
CUST_00160,Stocks,29.3,41329.61,4.16,60+,Medium
CUST_00160,Bonds,13.99,1876.92,7.86,31-45,High
CUST_00160,Real Estate,25.89,93258.14,8.71,31-45,Very High
CUST_00160,Commodities,30.82,13894.09,9.88,18-30,Very High
CUST_00161,Stocks,17.91,7182.55,2.0,60+,Low
CUST_00161,Bonds,38.91,3991.07,3.66,46-60,Medium
CUST_00161,Real Estate,7.8,96473.53,7.4,60+,High
CUST_00161,Commodities,35.38,8376.92,6.27,18-30,High
CUST_00162,Stocks,16.02,11085.95,5.42,18-30,Medium
CUST_00162,Bonds,34.75,26215.95,4.94,60+,Medium
CUST_00162,Real Estate,10.96,47864.96,6.62,46-60,High
CUST_00162,Commodities,38.27,81587.3,5.23,60+,Medium
CUST_00163,Stocks,32.85,77628.32,3.37,18-30,Medium
CUST_00163,Bonds,22.2,97991.38,6.49,18-30,High
CUST_00163,Real Estate,6.42,75873.14,5.16,31-45,Medium
CUST_00163,Commodities,38.53,80726.3,9.94,60+,Very High
CUST_00164,Stocks,16.64,86303.43,1.15,60+,Low
CUST_00164,Bonds,8.86,8943.48,8.85,31-45,Very High
CUST_00164,Real Estate,35.07,98025.2,6.37,46-60,High
CUST_00164,Commodities,39.42,15535.63,7.2,60+,High
CUST_00165,Stocks,29.03,23041.46,9.99,60+,Very High
CUST_00165,Bonds,32.8,62446.27,2.71,18-30,Low
CUST_00165,Real Estate,11.83,45624.78,7.53,18-30,High
CUST_00165,Commodities,26.34,79790.61,5.85,31-45,Medium
CUST_00166,Stocks,18.88,91664.82,9.37,60+,Very High
CUST_00166,Bonds,39.11,79455.76,9.45,18-30,Very High
CUST_00166,Real Estate,23.9,13686.3,5.0,60+,Medium
CUST_00166,Commodities,18.11,74112.65,2.28,18-30,Low
CUST_00167,Stocks,22.28,97347.23,9.13,18-30,Very High
CUST_00167,Bonds,18.09,75250.07,5.52,31-45,Medium
CUST_00167,Real Estate,23.98,17085.7,9.41,31-45,Very High
CUST_00167,Commodities,35.64,16402.49,8.81,31-45,Very High
CUST_00168,Stocks,5.19,67087.24,3.65,46-60,Medium
CUST_00168,Bonds,18.03,96703.81,5.96,31-45,Medium
CUST_00168,Real Estate,13.22,62634.05,1.07,31-45,Low
CUST_00168,Commodities,63.56,95458.8,9.48,60+,Very High
CUST_00169,Stocks,10.07,74307.47,1.3,46-60,Low
CUST_00169,Bonds,36.7,29837.29,4.87,46-60,Medium
CUST_00169,Real Estate,7.9,69707.98,4.3,46-60,Medium
CUST_00169,Commodities,45.34,34011.79,6.13,31-45,High
CUST_00170,Stocks,5.54,54865.52,1.8,18-30,Low
CUST_00170,Bonds,17.77,43668.1,7.82,46-60,High
CUST_00170,Real Estate,27.75,71519.03,6.61,60+,High
CUST_00170,Commodities,48.94,50399.73,1.92,46-60,Low
CUST_00171,Stocks,37.3,43269.06,4.04,60+,Medium
CUST_00171,Bonds,9.51,82714.23,4.16,31-45,Medium
CUST_00171,Real Estate,33.61,83831.52,1.57,18-30,Low
CUST_00171,Commodities,19.59,62766.54,6.14,60+,High
CUST_00172,Stocks,39.11,13273.22,8.61,31-45,Very High
CUST_00172,Bonds,33.67,39521.51,2.56,46-60,Low
CUST_00172,Real Estate,14.67,76164.83,8.55,46-60,Very High
CUST_00172,Commodities,12.55,7373.62,7.8,31-45,High
CUST_00173,Stocks,7.97,53778.49,2.93,60+,Low
CUST_00173,Bonds,34.03,19242.15,7.97,18-30,High
CUST_00173,Real Estate,26.07,43338.11,9.75,18-30,Very High
CUST_00173,Commodities,31.93,6921.83,3.49,18-30,Medium
CUST_00174,Stocks,16.46,60863.54,9.74,46-60,Very High
CUST_00174,Bonds,25.58,76243.33,1.8,18-30,Low
CUST_00174,Real Estate,20.73,29824.64,6.31,31-45,High
CUST_00174,Commodities,37.23,84844.47,7.27,31-45,High
CUST_00175,Stocks,15.99,15459.71,8.01,60+,Very High
CUST_00175,Bonds,34.28,37006.76,1.85,18-30,Low
CUST_00175,Real Estate,23.58,2258.43,4.88,60+,Medium
CUST_00175,Commodities,26.15,78944.88,8.97,31-45,Very High
CUST_00176,Stocks,30.08,92792.9,2.76,31-45,Low
CUST_00176,Bonds,10.85,35446.69,5.87,60+,Medium
CUST_00176,Real Estate,18.75,49471.42,2.99,60+,Low
CUST_00176,Commodities,40.32,33710.71,3.1,46-60,Medium
CUST_00177,Stocks,25.66,98164.31,8.24,18-30,Very High
CUST_00177,Bonds,27.08,97123.18,5.45,46-60,Medium
CUST_00177,Real Estate,20.29,57936.68,5.88,60+,Medium
CUST_00177,Commodities,26.97,92083.49,7.73,18-30,High
CUST_00178,Stocks,22.02,79417.53,4.56,18-30,Medium
CUST_00178,Bonds,30.39,77801.65,4.63,46-60,Medium
CUST_00178,Real Estate,15.88,67200.5,5.24,60+,Medium
CUST_00178,Commodities,31.72,83266.44,6.41,60+,High
CUST_00179,Stocks,28.59,19888.75,8.1,46-60,Very High
CUST_00179,Bonds,12.53,34588.57,5.35,60+,Medium
CUST_00179,Real Estate,7.15,98540.38,6.47,46-60,High
CUST_00179,Commodities,51.74,27518.68,9.22,31-45,Very High
CUST_00180,Stocks,37.54,69985.81,5.68,60+,Medium
CUST_00180,Bonds,28.0,26109.89,5.8,18-30,Medium
CUST_00180,Real Estate,15.97,58845.38,6.48,46-60,High
CUST_00180,Commodities,18.49,58592.79,9.91,60+,Very High
CUST_00181,Stocks,30.35,22379.18,7.76,60+,High
CUST_00181,Bonds,34.72,13960.84,2.02,31-45,Low
CUST_00181,Real Estate,17.28,87100.57,1.01,31-45,Low
CUST_00181,Commodities,17.66,93760.93,8.8,60+,Very High
CUST_00182,Stocks,25.73,6889.26,2.73,60+,Low
CUST_00182,Bonds,23.55,17103.79,7.01,31-45,High
CUST_00182,Real Estate,27.73,71144.33,9.35,60+,Very High
CUST_00182,Commodities,22.98,9324.91,7.74,60+,High
CUST_00183,Stocks,14.18,51561.4,9.34,46-60,Very High
CUST_00183,Bonds,25.56,8149.9,7.63,46-60,High
CUST_00183,Real Estate,23.81,60110.87,5.8,46-60,Medium
CUST_00183,Commodities,36.45,72160.09,8.55,46-60,Very High
CUST_00184,Stocks,27.28,63111.28,5.7,46-60,Medium
CUST_00184,Bonds,33.4,98229.28,1.22,31-45,Low
CUST_00184,Real Estate,25.51,9936.93,9.62,31-45,Very High
CUST_00184,Commodities,13.81,66741.49,6.06,46-60,High
CUST_00185,Stocks,34.21,38843.15,3.52,60+,Medium
CUST_00185,Bonds,5.37,32271.23,1.04,60+,Low
CUST_00185,Real Estate,8.16,77179.62,6.08,18-30,High
CUST_00185,Commodities,52.27,20081.87,4.37,60+,Medium
CUST_00186,Stocks,36.74,6290.86,3.08,31-45,Medium
CUST_00186,Bonds,21.99,4014.63,7.74,46-60,High
CUST_00186,Real Estate,8.94,97627.68,1.48,60+,Low
CUST_00186,Commodities,32.33,72985.53,1.84,60+,Low
CUST_00187,Stocks,9.24,58283.0,6.53,60+,High
CUST_00187,Bonds,31.11,97592.62,9.58,46-60,Very High
CUST_00187,Real Estate,20.01,23676.36,4.4,46-60,Medium
CUST_00187,Commodities,39.64,41236.59,5.67,60+,Medium
CUST_00188,Stocks,17.94,77438.06,9.82,18-30,Very High
CUST_00188,Bonds,18.41,73680.51,1.23,31-45,Low
CUST_00188,Real Estate,25.17,68742.04,2.51,18-30,Low
CUST_00188,Commodities,38.48,12338.65,8.29,31-45,Very High
CUST_00189,Stocks,5.54,61114.06,3.34,46-60,Medium
CUST_00189,Bonds,19.84,11156.53,5.38,31-45,Medium
CUST_00189,Real Estate,10.59,33473.48,1.65,60+,Low
CUST_00189,Commodities,64.04,95570.01,3.99,31-45,Medium
CUST_00190,Stocks,5.27,11754.29,4.5,31-45,Medium
CUST_00190,Bonds,8.3,74826.69,1.47,31-45,Low
CUST_00190,Real Estate,22.84,47360.36,4.03,18-30,Medium
CUST_00190,Commodities,63.59,96290.88,2.75,18-30,Low
CUST_00191,Stocks,19.36,58908.45,9.49,18-30,Very High
CUST_00191,Bonds,26.45,17680.18,3.4,46-60,Medium
CUST_00191,Real Estate,36.85,56417.96,5.61,18-30,Medium
CUST_00191,Commodities,17.34,32534.44,9.59,60+,Very High
CUST_00192,Stocks,14.33,68531.58,5.18,18-30,Medium
CUST_00192,Bonds,8.97,19313.08,2.97,31-45,Low
CUST_00192,Real Estate,17.27,30700.56,1.27,18-30,Low
CUST_00192,Commodities,59.43,76040.74,2.74,18-30,Low
CUST_00193,Stocks,18.87,89517.02,1.15,18-30,Low
CUST_00193,Bonds,6.1,19461.17,4.68,46-60,Medium
CUST_00193,Real Estate,19.93,38442.18,3.56,60+,Medium
CUST_00193,Commodities,55.1,35523.74,4.92,31-45,Medium
CUST_00194,Stocks,12.56,93043.43,2.27,46-60,Low
CUST_00194,Bonds,14.05,68396.79,6.64,60+,High
CUST_00194,Real Estate,17.13,8203.69,3.49,46-60,Medium
CUST_00194,Commodities,56.27,97278.48,4.63,31-45,Medium
CUST_00195,Stocks,20.51,31048.79,3.82,60+,Medium
CUST_00195,Bonds,8.53,25321.53,8.94,46-60,Very High
CUST_00195,Real Estate,11.66,43564.6,9.54,46-60,Very High
CUST_00195,Commodities,59.3,26336.25,3.3,60+,Medium
CUST_00196,Stocks,25.58,7973.87,4.34,46-60,Medium
CUST_00196,Bonds,35.66,50410.02,4.0,18-30,Medium
CUST_00196,Real Estate,12.75,6111.49,4.43,46-60,Medium
CUST_00196,Commodities,26.01,68985.19,6.41,31-45,High
CUST_00197,Stocks,35.33,59177.53,9.34,60+,Very High
CUST_00197,Bonds,7.1,8058.83,5.1,31-45,Medium
CUST_00197,Real Estate,6.04,71328.95,9.7,18-30,Very High
CUST_00197,Commodities,51.53,63279.89,6.15,18-30,High
CUST_00198,Stocks,30.39,91299.85,6.87,46-60,High
CUST_00198,Bonds,15.13,49610.42,3.74,31-45,Medium
CUST_00198,Real Estate,15.73,69500.58,7.93,18-30,High
CUST_00198,Commodities,38.75,33095.28,6.52,31-45,High
CUST_00199,Stocks,23.05,43845.04,5.02,31-45,Medium
CUST_00199,Bonds,19.6,95162.03,2.08,18-30,Low
CUST_00199,Real Estate,28.76,52754.51,4.73,60+,Medium
CUST_00199,Commodities,28.59,46003.09,1.0,31-45,Low
CUST_00200,Stocks,6.97,63119.01,4.35,46-60,Medium
CUST_00200,Bonds,30.46,1003.65,3.95,46-60,Medium
CUST_00200,Real Estate,7.6,34874.66,2.11,46-60,Low
CUST_00200,Commodities,54.97,40748.12,1.78,31-45,Low
CUST_00201,Stocks,24.73,30213.33,2.33,60+,Low
CUST_00201,Bonds,15.84,85157.26,8.04,46-60,Very High
CUST_00201,Real Estate,10.82,39144.72,1.34,60+,Low
CUST_00201,Commodities,48.61,80266.73,2.23,18-30,Low
CUST_00202,Stocks,18.86,96947.38,4.64,46-60,Medium
CUST_00202,Bonds,6.67,83771.21,5.11,31-45,Medium
CUST_00202,Real Estate,31.12,70860.97,7.93,31-45,High
CUST_00202,Commodities,43.35,51923.56,5.0,46-60,Medium
CUST_00203,Stocks,39.93,78127.95,8.05,18-30,Very High
CUST_00203,Bonds,10.25,7658.87,4.87,60+,Medium
CUST_00203,Real Estate,28.46,78471.59,6.58,31-45,High
CUST_00203,Commodities,21.36,38990.15,5.02,60+,Medium
CUST_00204,Stocks,13.0,39009.2,5.82,60+,Medium
CUST_00204,Bonds,30.34,92307.95,1.82,31-45,Low
CUST_00204,Real Estate,38.41,93718.24,6.67,60+,High
CUST_00204,Commodities,18.25,23568.07,6.5,31-45,High
CUST_00205,Stocks,5.32,79097.66,5.68,18-30,Medium
CUST_00205,Bonds,13.36,37325.13,9.4,60+,Very High
CUST_00205,Real Estate,12.27,55232.34,7.39,46-60,High
CUST_00205,Commodities,69.05,33810.03,3.16,60+,Medium
CUST_00206,Stocks,29.81,4006.32,8.6,18-30,Very High
CUST_00206,Bonds,17.01,85739.3,4.3,46-60,Medium
CUST_00206,Real Estate,33.61,84033.24,1.69,31-45,Low
CUST_00206,Commodities,19.56,96350.41,1.93,46-60,Low
CUST_00207,Stocks,5.78,99254.44,1.66,46-60,Low
CUST_00207,Bonds,13.25,70552.49,2.43,60+,Low
CUST_00207,Real Estate,24.3,61793.19,2.96,18-30,Low
CUST_00207,Commodities,56.67,21735.63,8.1,31-45,Very High
CUST_00208,Stocks,24.2,55803.93,7.13,60+,High
CUST_00208,Bonds,9.46,35433.88,9.8,31-45,Very High
CUST_00208,Real Estate,21.44,22442.05,9.66,31-45,Very High
CUST_00208,Commodities,44.9,87086.52,3.28,18-30,Medium
CUST_00209,Stocks,33.69,42727.91,8.06,18-30,Very High
CUST_00209,Bonds,18.67,78194.73,2.62,18-30,Low
CUST_00209,Real Estate,7.47,71442.42,6.55,31-45,High
CUST_00209,Commodities,40.17,54947.14,6.27,46-60,High
CUST_00210,Stocks,6.14,58838.94,2.86,18-30,Low
CUST_00210,Bonds,29.51,55962.86,9.94,31-45,Very High
CUST_00210,Real Estate,34.13,59985.8,3.39,31-45,Medium
CUST_00210,Commodities,30.23,96640.16,3.82,31-45,Medium
CUST_00211,Stocks,28.9,22909.0,6.83,18-30,High
CUST_00211,Bonds,18.74,3651.27,4.92,60+,Medium
CUST_00211,Real Estate,13.09,82898.37,3.5,46-60,Medium
CUST_00211,Commodities,39.26,93877.74,2.04,46-60,Low
CUST_00212,Stocks,26.52,90465.23,2.08,60+,Low
CUST_00212,Bonds,30.89,60650.92,3.44,18-30,Medium
CUST_00212,Real Estate,18.9,62914.9,9.95,31-45,Very High
CUST_00212,Commodities,23.68,13275.63,8.27,60+,Very High
CUST_00213,Stocks,26.94,12962.76,3.7,46-60,Medium
CUST_00213,Bonds,19.78,99815.67,9.8,18-30,Very High
CUST_00213,Real Estate,21.66,12825.58,5.78,18-30,Medium
CUST_00213,Commodities,31.62,38745.86,2.47,18-30,Low
CUST_00214,Stocks,15.62,17356.4,1.65,46-60,Low
CUST_00214,Bonds,31.74,66362.48,4.41,18-30,Medium
CUST_00214,Real Estate,12.69,42048.67,7.1,18-30,High
CUST_00214,Commodities,39.94,76093.02,8.01,18-30,Very High
CUST_00215,Stocks,34.95,2135.83,6.28,46-60,High
CUST_00215,Bonds,29.97,78157.33,7.47,46-60,High
CUST_00215,Real Estate,15.22,12750.62,2.36,60+,Low
CUST_00215,Commodities,19.86,58552.77,2.11,18-30,Low
CUST_00216,Stocks,7.09,2000.73,8.46,60+,Very High
CUST_00216,Bonds,7.56,11460.87,6.74,46-60,High
